beta,mean,median,std,pct_very_low,cv
600,0.29296841554203795,0.007494965746935404,1.8061650171254422,99.80377466195726,6.165050296578049
900,0.31247382991719397,0.00759681239075971,1.840396935120765,99.8002069285383,5.8897634262954845
1200,0.3222031922833357,0.007542337065148688,1.8575089097122508,99.82518106247102,5.765023296475641
